"Dam","Cohort","BroodRef","BroodName","ID","EventDate","Month_Yr","male_brood_WPO","male_brood_EPO","Male_Year_WPO","Male_Year_EPO","Number_Broods_with_Partner","M_EPP_Year","M_EPP_brood","Sex","Age"
4062,2011,1212,"K012",4895,2011-04-11,"2011-04",4,0,4,0,1,0,0,"1",1
4982,2011,1213,"K013",4885,2011-04-13,"2011-04",1,0,4,1,2,1,0,"1",1
4759,2011,1214,"K014",3764,2011-04-13,"2011-04",3,0,10,0,5,0,0,"1",4
4739,2011,1215,"K015",4686,2011-04-15,"2011-04",2,0,7,0,2,0,0,"1",2
4967,2011,1216,"K016",4649,2011-04-13,"2011-04",3,0,3,6,1,1,0,"1",2
4049,2011,1217,"K017",4753,2011-04-14,"2011-04",2,0,3,1,2,1,0,"1",2
5017,2011,1218,"K018",4706,2011-04-15,"2011-04",3,0,3,0,2,0,0,"1",2
4905,2011,1221,"K021",4109,2011-04-17,"2011-04",3,2,6,3,2,1,1,"1",3
4858,2011,1222,"K022",4765,2011-04-17,"2011-04",5,0,9,0,2,0,0,"1",1
4927,2011,1224,"K024",4906,2011-04-18,"2011-04",2,0,2,0,1,0,0,"1",1
4863,2011,1225,"K025",4852,2011-04-18,"2011-04",4,0,8,0,2,0,0,"1",1
4864,2011,1225,"K025",4852,2011-04-18,"2011-04",4,0,8,0,NA,0,0,"1",1
4872,2011,1226,"K027",4996,2011-04-18,"2011-04",3,0,7,0,2,0,0,"1",1
5030,2011,1227,"K028",4768,2011-04-18,"2011-04",4,0,12,1,1,1,0,"1",1
4968,2011,1295,"K029",4998,2011-04-18,"2011-04",4,0,10,1,3,1,0,"1",1
4110,2011,1230,"K031",4722,2011-04-16,"2011-04",4,1,8,1,3,1,1,"1",2
4947,2011,1232,"K033",4914,2011-04-19,"2011-04",2,0,8,1,3,1,0,"1",1
4873,2011,1235,"K036",4960,2011-04-20,"2011-04",4,0,12,0,4,0,0,"1",1
4830,2011,1241,"K042",4070,2011-04-17,"2011-04",1,0,5,2,2,1,0,"1",3
5046,2011,1242,"K043",5047,2011-04-19,"2011-04",2,0,5,0,2,0,0,"1",1
4989,2011,1243,"K026",4900,2011-04-28,"2011-04",3,0,3,1,2,1,0,"1",1
4864,2011,1244,"K044",5623,2011-04-26,"2011-04",2,1,2,5,1,1,1,"1",1
3302,2011,1250,"K050",3359,2011-05-08,"2011-05",4,0,8,3,10,1,0,"1",5
5067,2011,1251,"K051",4868,2011-05-09,"2011-05",5,0,8,0,1,0,0,"1",1
4723,2011,1254,"K054",3684,2011-05-14,"2011-05",2,0,4,0,2,0,0,"1",4
4862,2011,1257,"K057",4847,2011-05-16,"2011-05",2,0,6,0,2,0,0,"1",1
4084,2011,1261,"K061",4757,2011-05-23,"2011-05",2,2,4,10,6,1,1,"1",2
4863,2011,1265,"K065",4852,2011-05-28,"2011-05",4,0,8,0,2,0,0,"1",1
4858,2011,1267,"K067",4765,2011-05-30,"2011-05",4,0,9,0,2,0,0,"1",1
4759,2011,1268,"K068",3764,2011-05-29,"2011-05",4,0,10,0,5,0,0,"1",4
4585,2011,1270,"K070",4735,2011-05-30,"2011-05",1,0,5,1,2,1,0,"1",2
4110,2011,1271,"K071",4722,2011-05-30,"2011-05",3,0,8,1,3,1,0,"1",2
4982,2011,1272,"K072",4885,2011-05-31,"2011-05",3,0,4,1,2,1,0,"1",1
4972,2011,1274,"K074",4673,2011-05-31,"2011-05",1,0,1,0,3,0,0,"1",2
4968,2011,1275,"K075",4998,2011-05-31,"2011-05",2,0,10,1,3,1,0,"1",1
4873,2011,1276,"K076",4960,2011-06-01,"2011-06",4,0,12,0,4,0,0,"1",1
4967,2011,1277,"K077",4768,2011-05-31,"2011-05",4,1,12,1,3,1,1,"1",1
5058,2011,1279,"K079",4717,2011-05-30,"2011-05",5,0,5,0,1,0,0,"1",2
4942,2011,1280,"K080",3496,2011-06-01,"2011-06",4,1,4,3,1,1,1,"1",5
4872,2011,1281,"K081",4996,2011-06-02,"2011-06",4,0,7,0,2,0,0,"1",1
4739,2011,1284,"K084",4686,2011-06-03,"2011-06",1,0,7,0,2,0,0,"1",2
4947,2011,1285,"K085",4914,2011-06-02,"2011-06",3,0,8,1,3,1,0,"1",1
4867,2011,1296,"K088",5050,2011-05-29,"2011-05",3,0,6,0,2,0,0,"1",NA
5046,2011,1291,"K091",5047,2011-06-07,"2011-06",3,0,5,0,2,0,0,"1",1
4830,2011,1293,"K093",4070,2011-06-08,"2011-06",4,2,5,2,2,1,1,"1",3
4961,2011,1298,"K096",5032,2011-06-01,"2011-06",3,0,3,0,1,0,0,"1",1
4974,2011,1302,"K100",4060,2011-06-16,"2011-06",3,0,5,2,1,1,0,"1",3
3302,2011,1306,"K104",3359,2011-06-20,"2011-06",2,0,8,3,10,1,0,"1",5
4723,2011,1311,"K109",3684,2011-06-23,"2011-06",2,0,4,0,2,0,0,"1",4
4854,2011,1314,"K112",4907,2011-06-25,"2011-06",4,0,7,0,3,0,0,"1",1
4084,2011,1320,"K118",4757,2011-07-04,"2011-07",1,4,4,10,6,1,1,"1",2
5025,2011,1321,"K119",5044,2011-07-04,"2011-07",1,0,1,3,1,1,0,"1",1
4873,2011,1323,"K121",4960,2011-07-08,"2011-07",4,0,12,0,4,0,0,"1",1
4967,2011,1327,"K125",4768,2011-07-06,"2011-07",4,0,12,1,3,1,0,"1",1
4049,2011,1328,"K126",4753,2011-07-07,"2011-07",1,0,3,1,2,1,0,"1",2
4905,2011,1330,"K128",4109,2011-07-08,"2011-07",3,0,6,3,2,1,0,"1",3
4982,2011,1332,"K130",4737,2011-07-09,"2011-07",2,1,2,3,1,1,1,"1",2
4759,2011,1333,"K131",3764,2011-07-08,"2011-07",3,0,10,0,5,0,0,"1",4
4110,2011,1334,"K132",4722,2011-07-10,"2011-07",1,0,8,1,3,1,0,"1",2
4968,2011,1335,"K133",4998,2011-07-10,"2011-07",4,0,10,1,3,1,0,"1",1
4961,2011,1336,"K134",4686,2011-07-13,"2011-07",4,0,7,0,1,0,0,"1",2
4947,2011,1338,"K136",4914,2011-07-16,"2011-07",3,1,8,1,3,1,1,"1",1
5063,2011,1340,"K138",4758,2011-07-17,"2011-07",4,0,4,0,1,0,0,"1",2
5005,2011,1344,"K142",4060,2011-07-21,"2011-07",2,0,5,2,1,1,0,"1",3
4867,2011,1345,"K143",5050,2011-07-22,"2011-07",3,0,6,0,2,0,0,"1",NA
5053,2011,1353,"K151",5009,2011-07-29,"2011-07",2,0,2,0,1,0,0,"1",1
5014,2012,1358,"L001",5489,2012-04-29,"2012-04",4,0,17,0,6,0,0,"1",1
5294,2012,1359,"L002",4943,2012-05-08,"2012-05",3,0,10,5,8,1,0,"1",2
4084,2012,1360,"L003",4900,2012-05-10,"2012-05",2,0,7,3,3,1,0,"1",2
4862,2012,1363,"L006",5031,2012-05-13,"2012-05",3,0,6,0,1,0,0,"1",2
5025,2012,1362,"L005",4705,2012-05-13,"2012-05",5,1,12,1,3,1,1,"1",3
4576,2012,1364,"L007",4682,2012-05-15,"2012-05",5,1,17,4,8,1,1,"1",3
4963,2012,1365,"L008",5468,2012-05-16,"2012-05",2,0,2,0,1,0,0,"1",1
4976,2012,1382,"L025",5096,2012-05-09,"2012-05",5,0,5,0,1,0,0,"1",1
4663,2012,1367,"L010",5871,2012-05-17,"2012-05",5,1,14,1,3,1,1,"1",2
5284,2012,1368,"L011",3764,2012-05-17,"2012-05",3,0,5,1,9,1,0,"1",5
5067,2012,1366,"L009",5623,2012-05-16,"2012-05",4,0,10,0,3,0,0,"1",2
4961,2012,1369,"L012",4960,2012-05-19,"2012-05",3,4,10,7,7,1,1,"1",2
4933,2012,1373,"L016",5202,2012-05-19,"2012-05",3,0,11,1,7,1,0,"1",1
4975,2012,1370,"L013",4991,2012-05-19,"2012-05",5,2,7,2,2,1,1,"1",2
4059,2012,1372,"L015",4768,2012-05-19,"2012-05",6,0,13,0,9,0,0,"1",2
4739,2012,1371,"L014",4991,2012-05-19,"2012-05",5,2,7,2,1,1,1,"1",2
5140,2012,1377,"L020",5593,2012-05-20,"2012-05",1,0,1,0,1,0,0,"1",1
4872,2012,1374,"L017",5675,2012-05-20,"2012-05",3,0,11,1,9,1,0,"1",1
4723,2012,1375,"L018",5437,2012-05-20,"2012-05",4,0,4,0,1,0,0,"1",1
4873,2012,1379,"L022",4960,2012-05-21,"2012-05",3,4,10,7,4,1,1,"1",2
4967,2012,1376,"L019",4768,2012-05-20,"2012-05",6,0,13,0,3,0,0,"1",2
5428,2012,1378,"L021",4896,2012-05-20,"2012-05",4,0,4,0,1,0,0,"1",2
5014,2012,1383,"L026",5489,2012-05-28,"2012-05",4,0,17,0,6,0,0,"1",1
5093,2012,1384,"L027",4682,2012-06-01,"2012-06",6,2,17,4,6,1,1,"1",3
5294,2012,1389,"L032",4943,2012-06-17,"2012-06",3,2,10,5,8,1,1,"1",2
5407,2012,1388,"L030",5517,2012-06-04,"2012-06",3,0,7,0,1,0,0,"1",NA
5598,2012,1392,"L035",5359,2012-06-04,"2012-06",4,1,12,1,5,1,1,"1",NA
5625,2012,1386,"L029",5195,2012-06-05,"2012-06",3,0,7,0,9,0,0,"1",1
4944,2012,1391,"L034",4722,2012-06-06,"2012-06",8,4,11,4,5,1,1,"1",3
5589,2012,1387,"L031",5616,2012-06-05,"2012-06",5,0,9,0,8,0,0,"1",1
5134,2012,1395,"L038",5107,2012-06-14,"2012-06",5,0,7,0,2,0,0,"1",1
4084,2012,1393,"L036",4900,2012-06-14,"2012-06",3,1,7,3,3,1,1,"1",2
4873,2012,1396,"L039",5393,2012-06-15,"2012-06",4,0,5,0,2,0,0,"1",1
5214,2012,1394,"L037",4757,2012-06-14,"2012-06",3,0,8,1,5,1,0,"1",3
4963,2012,1398,"L041",5449,2012-06-19,"2012-06",2,0,5,0,2,0,0,"1",1
6238,2012,1403,"L046",6240,2012-06-23,"2012-06",4,0,7,0,5,0,0,"1",NA
5678,2012,1411,"L054",5311,2012-06-28,"2012-06",1,0,1,0,1,0,0,"1",1
5025,2012,1415,"L058",4705,2012-06-23,"2012-06",3,0,12,1,3,1,0,"1",3
4898,2012,1404,"L047",5048,2012-06-23,"2012-06",2,0,7,1,2,1,0,"1",NA
5410,2012,1406,"L049",5466,2012-06-25,"2012-06",3,0,4,2,4,1,0,"1",1
4944,2012,1405,"L048",4722,2012-06-24,"2012-06",8,4,11,4,5,1,1,"1",3
4576,2012,1409,"L052",4682,2012-06-26,"2012-06",6,2,17,4,8,1,1,"1",3
5284,2012,1408,"L051",3764,2012-06-25,"2012-06",1,0,5,1,9,1,0,"1",5
5140,2012,1407,"L050",4895,2012-06-25,"2012-06",3,2,11,11,8,1,1,"1",2
5067,2012,1410,"L053",5623,2012-06-28,"2012-06",4,0,10,0,3,0,0,"1",2
4933,2012,1419,"L062",5202,2012-06-29,"2012-06",4,0,11,1,7,1,0,"1",1
4723,2012,1413,"L056",5669,2012-06-30,"2012-06",5,0,7,0,2,0,0,"1",NA
5598,2012,1418,"L061",5359,2012-07-01,"2012-07",4,0,12,1,5,1,0,"1",NA
4872,2012,1412,"L055",5675,2012-06-30,"2012-06",5,0,11,1,9,1,0,"1",1
4059,2012,1414,"L057",4768,2012-06-30,"2012-06",3,0,13,0,9,0,0,"1",2
5014,2012,1417,"L060",5489,2012-07-01,"2012-07",5,0,17,0,6,0,0,"1",1
4961,2012,1400,"L043",4960,2012-06-23,"2012-06",3,0,10,7,7,1,0,"1",2
6245,2012,1421,"L064",5031,2012-07-04,"2012-07",3,0,6,0,1,0,0,"1",2
4967,2012,1420,"L063",5517,2012-07-04,"2012-07",1,0,7,0,2,0,0,"1",NA
4663,2012,1425,"L068",5871,2012-06-20,"2012-06",4,0,14,1,3,1,0,"1",2
5093,2012,1422,"L065",4682,2012-07-08,"2012-07",4,1,17,4,6,1,1,"1",3
4965,2012,1423,"L066",5314,2012-07-11,"2012-07",3,0,3,0,3,0,0,"1",1
5625,2012,1426,"L069",5195,2012-07-15,"2012-07",4,0,7,0,9,0,0,"1",1
6238,2012,1427,"L070",6240,2012-07-17,"2012-07",3,0,7,0,5,0,0,"1",NA
5589,2012,1428,"L071",5616,2012-07-18,"2012-07",4,0,9,0,8,0,0,"1",1
4873,2012,1429,"L072",5393,2012-07-22,"2012-07",1,0,5,0,2,0,0,"1",1
5407,2012,1430,"L073",4991,2012-07-23,"2012-07",2,0,7,2,1,1,0,"1",2
5214,2012,1432,"L075",4757,2012-07-24,"2012-07",5,1,8,1,5,1,1,"1",3
4961,2012,1431,"L074",4960,2012-07-24,"2012-07",4,3,10,7,7,1,1,"1",2
4963,2012,1434,"L077",5449,2012-07-25,"2012-07",3,0,5,0,2,0,0,"1",1
4084,2012,1433,"L076",4900,2012-07-25,"2012-07",2,0,7,3,3,1,0,"1",2
5294,2012,1435,"L078",4943,2012-07-26,"2012-07",4,1,10,5,8,1,1,"1",2
5410,2012,1437,"L080",5466,2012-07-31,"2012-07",1,0,4,2,4,1,0,"1",1
4975,2012,1451,"L094",4895,2012-07-29,"2012-07",4,2,11,11,1,1,1,"1",2
4663,2012,1441,"L084",5871,2012-07-29,"2012-07",5,0,14,1,3,1,0,"1",2
5134,2012,1436,"L079",5107,2012-07-29,"2012-07",2,0,7,0,2,0,0,"1",1
4898,2012,1439,"L082",5048,2012-08-01,"2012-08",5,0,7,1,2,1,0,"1",NA
4059,2012,1438,"L081",4768,2012-08-01,"2012-08",4,0,13,0,9,0,0,"1",2
5025,2012,1442,"L085",4705,2012-08-02,"2012-08",4,0,12,1,3,1,0,"1",3
5093,2012,1443,"L086",4682,2012-08-02,"2012-08",2,0,17,4,6,1,0,"1",3
4944,2012,1445,"L088",4722,2012-08-02,"2012-08",3,0,11,4,5,1,0,"1",3
5136,2012,1455,"L098",5004,2012-07-28,"2012-07",2,0,2,0,1,0,0,"1",2
5067,2012,1446,"L089",5623,2012-08-03,"2012-08",2,0,10,0,3,0,0,"1",2
5284,2012,1440,"L083",3764,2012-08-01,"2012-08",1,1,5,1,9,1,1,"1",5
5014,2012,1447,"L090",5489,2012-08-05,"2012-08",4,0,17,0,6,0,0,"1",1
4723,2012,1449,"L092",5669,2012-08-07,"2012-08",2,0,7,0,2,0,0,"1",NA
4872,2012,1450,"L093",5675,2012-08-07,"2012-08",3,0,11,1,9,1,0,"1",1
5140,2012,1448,"L091",4895,2012-08-07,"2012-08",4,0,11,11,8,1,0,"1",2
4967,2012,1452,"L095",5517,2012-08-09,"2012-08",3,0,7,0,2,0,0,"1",NA
5598,2012,1453,"L096",5359,2012-08-09,"2012-08",4,0,12,1,5,1,0,"1",NA
4739,2012,1457,"L100",5424,2012-08-12,"2012-08",3,0,3,0,1,0,0,"1",1
4933,2012,1456,"L099",5202,2012-08-11,"2012-08",4,1,11,1,7,1,1,"1",1
5067,2013,1459,"M001",5031,2013-04-18,"2013-04",4,0,7,0,2,0,0,"1",3
5294,2013,1462,"M004",4943,2013-04-12,"2013-04",1,1,6,2,8,1,1,"1",3
4576,2013,1460,"M002",4682,2013-04-16,"2013-04",8,1,22,1,8,1,1,"1",4
4967,2013,1465,"M007",5461,2013-04-18,"2013-04",7,0,18,3,6,1,0,"1",2
5093,2013,1468,"M010",4682,2013-04-18,"2013-04",8,1,22,1,6,1,1,"1",4
4961,2013,1464,"M006",4960,2013-04-19,"2013-04",3,0,13,1,7,1,0,"1",3
5140,2013,1466,"M008",4895,2013-04-19,"2013-04",4,3,10,12,8,1,1,"1",3
5284,2013,1463,"M005",3764,2013-04-19,"2013-04",3,0,11,2,9,1,0,"1",6
6238,2013,1471,"M013",6240,2013-04-21,"2013-04",5,0,10,0,5,0,0,"1",NA
5589,2013,1474,"M016",5616,2013-04-21,"2013-04",4,0,12,0,8,0,0,"1",2
4975,2013,1478,"M020",5461,2013-04-22,"2013-04",7,0,18,3,2,1,0,"1",2
4933,2013,1475,"M017",5202,2013-04-20,"2013-04",4,0,9,5,7,1,0,"1",2
4739,2013,1476,"M018",5468,2013-04-22,"2013-04",1,0,7,0,2,0,0,"1",2
6290,2013,1479,"M021",5393,2013-04-22,"2013-04",4,0,9,2,3,1,0,"1",2
6250,2013,1472,"M014",6517,2013-04-22,"2013-04",2,0,5,0,2,0,0,"1",1
6638,2013,1484,"M026",5449,2013-04-25,"2013-04",3,0,10,0,6,0,0,"1",2
6499,2013,1483,"M025",5489,2013-04-25,"2013-04",2,0,11,0,3,0,0,"1",2
4723,2013,1482,"M024",4991,2013-04-25,"2013-04",3,0,8,0,3,0,0,"1",3
5410,2013,1477,"M019",5466,2013-04-22,"2013-04",3,0,6,14,4,1,0,"1",2
4872,2013,1481,"M023",5675,2013-04-24,"2013-04",1,0,10,3,9,1,0,"1",2
6267,2013,1485,"M027",6433,2013-04-22,"2013-04",2,0,3,0,2,0,0,"1",1
5598,2013,1469,"M011",5359,2013-04-21,"2013-04",4,0,6,1,5,1,0,"1",NA
4965,2013,1486,"M028",5314,2013-05-07,"2013-05",2,0,7,1,3,1,0,"1",2
6522,2013,1488,"M030",5222,2013-05-07,"2013-05",3,0,7,1,1,1,0,"1",2
5294,2013,1490,"M032",4943,2013-05-08,"2013-05",2,0,6,2,8,1,0,"1",3
6506,2013,1498,"M040",6492,2013-05-10,"2013-05",4,0,4,0,1,0,0,"1",1
6321,2013,1494,"M036",5517,2013-05-09,"2013-05",2,0,5,0,5,0,0,"1",NA
6500,2013,1489,"M031",5048,2013-05-07,"2013-05",2,0,5,0,1,0,0,"1",NA
4663,2013,1497,"M039",5424,2013-05-10,"2013-05",4,2,10,2,5,1,1,"1",2
6451,2013,1495,"M037",5623,2013-05-09,"2013-05",3,0,5,0,1,0,0,"1",3
6491,2013,1499,"M041",6260,2013-05-11,"2013-05",1,0,5,0,1,0,0,"1",1
4976,2013,1500,"M042",5139,2013-05-11,"2013-05",4,0,4,0,3,0,0,"1",2
6392,2013,1521,"M063",6344,2013-05-07,"2013-05",5,0,8,0,1,0,0,"1",1
5067,2013,1503,"M045",5031,2013-05-13,"2013-05",3,0,7,0,2,0,0,"1",3
4967,2013,1501,"M043",5461,2013-05-13,"2013-05",9,1,18,3,6,1,1,"1",2
6643,2013,1505,"M047",6527,2013-05-12,"2013-05",3,0,3,0,1,0,0,"1",1
6526,2013,1507,"M049",6371,2013-05-16,"2013-05",1,0,5,0,3,0,0,"1",1
6543,2013,1511,"M053",4900,2013-05-18,"2013-05",4,0,4,1,1,1,0,"1",3
6269,2013,1508,"M050",6270,2013-05-17,"2013-05",3,2,4,3,3,1,1,"1",1
4576,2013,1515,"M057",4682,2013-05-19,"2013-05",6,0,22,1,8,1,0,"1",4
4975,2013,1517,"M059",5461,2013-05-20,"2013-05",9,1,18,3,2,1,1,"1",2
5589,2013,1513,"M055",5616,2013-05-19,"2013-05",5,0,12,0,8,0,0,"1",2
5598,2013,1514,"M056",5359,2013-05-19,"2013-05",2,1,6,1,5,1,1,"1",NA
4961,2013,1518,"M060",4960,2013-05-21,"2013-05",3,0,13,1,7,1,0,"1",3
6459,2013,1519,"M061",6447,2013-05-21,"2013-05",2,0,2,0,1,0,0,"1",1
6565,2013,1525,"M067",6887,2013-05-20,"2013-05",1,0,3,0,2,0,0,"1",NA
6638,2013,1522,"M064",5449,2013-05-22,"2013-05",4,0,10,0,6,0,0,"1",2
6460,2013,1523,"M065",6436,2013-05-22,"2013-05",3,1,6,1,2,1,1,"1",1
6316,2013,1524,"M066",6376,2013-05-22,"2013-05",3,0,3,0,1,0,0,"1",1
6370,2013,1527,"M069",5311,2013-05-23,"2013-05",2,1,4,1,3,1,1,"1",2
4872,2013,1545,"M087",5675,2013-05-24,"2013-05",4,2,10,3,9,1,1,"1",2
6462,2013,1539,"M081",6648,2013-05-25,"2013-05",3,2,4,2,4,1,1,"1",1
6476,2013,1528,"M070",6251,2013-05-23,"2013-05",4,0,4,1,1,1,0,"1",1
6453,2013,1544,"M086",6490,2013-05-24,"2013-05",4,0,5,0,1,0,0,"1",1
6384,2013,1535,"M077",6509,2013-05-25,"2013-05",4,0,6,0,4,0,0,"1",1
6420,2013,1546,"M088",6455,2013-05-26,"2013-05",3,0,3,0,1,0,0,"1",1
5214,2013,1534,"M076",4757,2013-05-25,"2013-05",3,0,7,3,5,1,0,"1",4
5140,2013,1530,"M072",4895,2013-05-25,"2013-05",3,1,10,12,8,1,1,"1",3
6317,2013,1529,"M071",5593,2013-05-24,"2013-05",4,0,6,0,2,0,0,"1",2
6250,2013,1538,"M080",6517,2013-05-25,"2013-05",3,0,5,0,2,0,0,"1",1
4854,2013,1533,"M075",4929,2013-05-26,"2013-05",5,0,9,1,5,1,0,"1",3
4723,2013,1536,"M078",4991,2013-05-26,"2013-05",3,0,8,0,3,0,0,"1",3
4059,2013,1531,"M073",4768,2013-05-25,"2013-05",3,0,5,1,9,1,0,"1",3
5093,2013,1537,"M079",4682,2013-05-26,"2013-05",6,0,22,1,6,1,0,"1",4
5625,2013,1526,"M068",5195,2013-05-23,"2013-05",1,2,4,5,9,1,1,"1",2
6606,2013,1550,"M092",6493,2013-05-18,"2013-05",1,0,4,0,2,0,0,"1",1
6649,2013,1547,"M089",6521,2013-05-28,"2013-05",3,0,6,0,2,0,0,"1",1
4858,2013,1548,"M090",4745,2013-05-28,"2013-05",3,0,4,2,2,1,0,"1",4
5284,2013,1552,"M094",3764,2013-05-31,"2013-05",4,0,11,2,9,1,0,"1",6
6290,2013,1551,"M093",5393,2013-05-31,"2013-05",3,1,9,2,3,1,1,"1",2
6238,2013,1556,"M098",6240,2013-06-01,"2013-06",3,0,10,0,5,0,0,"1",NA
6647,2013,1553,"M095",5253,2013-05-31,"2013-05",2,0,5,3,2,1,0,"1",2
4933,2013,1557,"M099",5202,2013-06-03,"2013-06",4,1,9,5,7,1,1,"1",2
6267,2013,1559,"M101",6433,2013-06-04,"2013-06",1,0,3,0,2,0,0,"1",1
7022,2013,1558,"M100",7024,2013-06-03,"2013-06",1,2,1,2,1,1,1,"1",NA
5410,2013,1560,"M102",5466,2013-06-03,"2013-06",3,1,6,14,4,1,1,"1",2
4739,2013,1561,"M103",5468,2013-06-04,"2013-06",4,0,7,0,2,0,0,"1",2
4944,2013,1562,"M104",4722,2013-06-05,"2013-06",4,3,7,5,5,1,1,"1",4
6421,2013,1565,"M107",6501,2013-06-07,"2013-06",4,0,4,0,1,0,0,"1",1
5014,2013,1563,"M105",5489,2013-06-08,"2013-06",6,0,11,0,6,0,0,"1",2
6555,2013,1566,"M108",5035,2013-06-11,"2013-06",3,0,3,0,1,0,0,"1",3
6269,2013,1564,"M106",6270,2013-06-03,"2013-06",1,1,4,3,3,1,1,"1",1
4965,2013,1570,"M112",5314,2013-06-14,"2013-06",5,0,7,1,3,1,0,"1",2
4663,2013,1571,"M113",5424,2013-06-15,"2013-06",6,0,10,2,5,1,0,"1",2
6321,2013,1572,"M114",5517,2013-06-17,"2013-06",3,0,5,0,5,0,0,"1",NA
6643,2013,1574,"M116",6260,2013-06-20,"2013-06",4,0,5,0,4,0,0,"1",1
6526,2013,1575,"M117",6371,2013-06-21,"2013-06",3,0,5,0,3,0,0,"1",1
6451,2013,1576,"M118",5048,2013-06-21,"2013-06",3,0,5,0,1,0,0,"1",NA
4963,2013,1579,"M121",6386,2013-06-24,"2013-06",4,0,4,0,1,0,0,"1",1
4975,2013,1580,"M122",6489,2013-06-24,"2013-06",1,0,1,0,1,0,0,"1",1
6392,2013,1577,"M119",6280,2013-06-22,"2013-06",5,0,5,0,1,0,0,"1",1
4967,2013,1581,"M123",5461,2013-06-24,"2013-06",2,2,18,3,6,1,1,"1",2
6415,2013,1592,"M134",6377,2013-06-16,"2013-06",3,0,3,0,1,0,0,"1",1
6543,2013,1586,"M128",5222,2013-06-27,"2013-06",4,0,7,1,3,1,0,"1",2
4576,2013,1583,"M125",4682,2013-06-26,"2013-06",4,0,22,1,8,1,0,"1",4
4961,2013,1582,"M124",4960,2013-06-26,"2013-06",4,1,13,1,7,1,1,"1",3
6499,2013,1585,"M127",5489,2013-06-27,"2013-06",6,0,11,0,3,0,0,"1",2
6638,2013,1587,"M129",5449,2013-06-29,"2013-06",3,0,10,0,6,0,0,"1",2
5625,2013,1590,"M132",5195,2013-07-02,"2013-07",3,2,4,5,9,1,1,"1",2
5589,2013,1589,"M131",5616,2013-07-01,"2013-07",3,0,12,0,8,0,0,"1",2
6370,2013,1591,"M133",5311,2013-07-02,"2013-07",2,0,4,1,3,1,0,"1",2
6374,2013,1594,"M136",6532,2013-07-03,"2013-07",2,0,2,0,1,0,0,"1",1
6606,2013,1595,"M137",6493,2013-07-03,"2013-07",3,0,4,0,2,0,0,"1",1
4854,2013,1593,"M135",4929,2013-07-03,"2013-07",4,1,9,1,5,1,1,"1",3
4723,2013,1598,"M140",4991,2013-07-04,"2013-07",2,0,8,0,3,0,0,"1",3
5214,2013,1601,"M143",4757,2013-07-04,"2013-07",4,3,7,3,5,1,1,"1",4
4872,2013,1597,"M139",5675,2013-07-04,"2013-07",5,1,10,3,9,1,1,"1",2
4858,2013,1602,"M144",4745,2013-07-04,"2013-07",1,0,4,2,2,1,0,"1",4
5140,2013,1603,"M145",4895,2013-07-06,"2013-07",3,5,10,12,8,1,1,"1",3
4059,2013,1610,"M152",4768,2013-07-04,"2013-07",2,0,5,1,9,1,0,"1",3
6500,2013,1600,"M142",6521,2013-07-04,"2013-07",3,0,6,0,1,0,0,"1",1
6460,2013,1607,"M149",6436,2013-07-07,"2013-07",3,0,6,1,2,1,0,"1",1
6387,2013,1606,"M148",5202,2013-07-07,"2013-07",1,2,9,5,1,1,1,"1",2
6290,2013,1604,"M146",5393,2013-07-06,"2013-07",2,1,9,2,3,1,1,"1",2
5093,2013,1605,"M147",4682,2013-07-06,"2013-07",4,0,22,1,6,1,0,"1",4
6323,2013,1608,"M150",5623,2013-07-07,"2013-07",2,0,5,0,1,0,0,"1",3
6316,2013,1612,"M154",6344,2013-07-08,"2013-07",3,0,8,0,3,0,0,"1",1
6462,2013,1629,"M171",6648,2013-07-07,"2013-07",1,0,4,2,4,1,0,"1",1
5284,2013,1613,"M155",3764,2013-07-08,"2013-07",4,0,11,2,9,1,0,"1",6
6317,2013,1611,"M153",5593,2013-07-09,"2013-07",2,0,6,0,2,0,0,"1",2
6384,2013,1621,"M163",6509,2013-07-10,"2013-07",2,0,6,0,4,0,0,"1",1
6453,2013,1618,"M160",5468,2013-07-10,"2013-07",2,0,7,0,1,0,0,"1",2
6565,2013,1616,"M158",6887,2013-07-09,"2013-07",2,0,3,0,2,0,0,"1",NA
6238,2013,1620,"M162",6240,2013-07-10,"2013-07",2,0,10,0,5,0,0,"1",NA
6647,2013,1617,"M159",5253,2013-07-09,"2013-07",3,0,5,3,2,1,0,"1",2
5014,2013,1623,"M165",5489,2013-07-12,"2013-07",3,0,11,0,6,0,0,"1",2
5294,2013,1626,"M168",4943,2013-07-14,"2013-07",3,1,6,2,8,1,1,"1",3
6526,2013,1625,"M167",6371,2013-07-13,"2013-07",1,0,5,0,3,0,0,"1",1
4944,2013,1627,"M169",4722,2013-07-15,"2013-07",3,0,7,5,5,1,0,"1",4
6458,2013,1631,"M173",6563,2013-07-05,"2013-07",2,0,2,0,3,0,0,"1",1
6649,2013,1635,"M177",6490,2013-07-16,"2013-07",1,0,5,0,1,0,0,"1",1
4961,2013,1636,"M178",4960,2013-07-28,"2013-07",3,0,13,1,7,1,0,"1",3
6321,2014,1640,"N002",5517,2014-04-02,"2014-04",1,0,8,0,5,0,0,"1",NA
6649,2014,1641,"N003",6923,2014-04-01,"2014-04",4,0,15,0,3,0,0,"1",1
4967,2014,1643,"N005",5461,2014-04-02,"2014-04",5,0,11,0,6,0,0,"1",3
