Year,BirdID,BirdID_Year,Annual_Number_Broods,Annual_Number_Eggs,Annual_Hatchlings,Annual_Fledgelings_Genetic,AnnFledgeRaised,Age,Survival_CurrentYear,Genetic_Recruits,eti,sti,fti,pti,Sex
2016,7710,7710Y2016,3,0,6,5,1,2,0,0,0,0,0,NA,1
2017,7710,7710Y2017,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
2015,7793,7793Y2015,1,0,4,0,0,1,0,0,0,-0.004503753,-0.007589658,-0.012093411,1
2015,7814,7814Y2015,6,0,23,6,9,1,1,2,3,0.004670559,0.010758966,0.015429525,1
2016,7814,7814Y2016,5,0,9,2,1,2,0,0,0,0,0,NA,1
2017,7814,7814Y2017,4,0,9,4,1,NA,NA,NA,NA,NA,NA,NA,1
2015,7877,7877Y2015,1,0,3,0,0,1,1,0,1,0.004670559,-0.007589658,-0.002919099,1
2016,7877,7877Y2016,1,0,4,2,2,2,0,0,0,0,0,NA,1
2015,7900,7900Y2015,7,0,20,3,4,1,1,1,2,0.004670559,0.001584654,0.006255213,1
2016,7900,7900Y2016,4,0,12,2,3,2,0,0,0,0,0,NA,1
2015,7984,7984Y2015,3,0,6,0,0,1,1,0,1,0.004670559,-0.007589658,-0.002919099,1
2016,7984,7984Y2016,2,0,8,2,4,2,0,0,0,0,0,NA,1
2015,8188,8188Y2015,2,0,8,2,1,1,1,0,1,0.004670559,-0.007589658,-0.002919099,1
2016,8188,8188Y2016,4,0,9,6,5,2,0,0,0,0,0,NA,1
2017,8188,8188Y2017,2,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,1
2015,8307,8307Y2015,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
2016,8307,8307Y2016,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
2017,8365,8365Y2017,3,0,6,1,2,NA,NA,NA,NA,NA,NA,NA,1
2016,8390,8390Y2016,2,0,3,2,2,1,0,0,0,0,0,NA,1
2017,8390,8390Y2017,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
2016,8391,8391Y2016,3,0,11,4,4,1,0,0,0,0,0,NA,1
2017,8391,8391Y2017,3,0,12,4,3,NA,NA,NA,NA,NA,NA,NA,1
2016,8414,8414Y2016,3,0,9,4,5,1,0,0,0,0,0,NA,1
2016,8480,8480Y2016,2,0,4,4,4,1,0,0,0,0,0,NA,1
2017,8480,8480Y2017,3,0,8,1,1,NA,NA,NA,NA,NA,NA,NA,1
2016,8486,8486Y2016,1,0,0,0,0,1,0,0,0,0,0,NA,1
2016,8498,8498Y2016,3,0,10,5,2,1,0,0,0,0,0,NA,1
2017,8498,8498Y2017,4,0,15,5,6,NA,NA,NA,NA,NA,NA,NA,1
2016,8499,8499Y2016,2,0,5,2,2,1,0,0,0,0,0,NA,1
2017,8499,8499Y2017,4,0,15,3,2,NA,NA,NA,NA,NA,NA,NA,1
2016,8502,8502Y2016,3,0,11,6,4,1,0,0,0,0,0,NA,1
2017,8502,8502Y2017,3,0,9,2,3,NA,NA,NA,NA,NA,NA,NA,1
2016,8512,8512Y2016,3,0,7,2,3,1,0,0,0,0,0,NA,1
2017,8512,8512Y2017,1,0,3,2,2,NA,NA,NA,NA,NA,NA,NA,1
2016,8515,8515Y2016,3,0,7,1,4,1,0,0,0,0,0,NA,1
2017,8515,8515Y2017,2,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,1
2016,8567,8567Y2016,2,0,1,1,1,1,0,0,0,0,0,NA,1
2017,8567,8567Y2017,3,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,1
2016,8603,8603Y2016,2,0,4,3,2,1,0,0,0,0,0,NA,1
2015,8642,8642Y2015,1,0,6,2,0,1,1,0,1,0.004670559,-0.007589658,-0.002919099,1
2016,8642,8642Y2016,2,0,4,1,0,2,0,0,0,0,0,NA,1
2016,8648,8648Y2016,3,0,5,4,4,1,0,0,0,0,0,NA,1
2017,8648,8648Y2017,1,0,3,2,0,NA,NA,NA,NA,NA,NA,NA,1
2016,8649,8649Y2016,4,0,8,0,1,1,0,0,0,0,0,NA,1
2017,8649,8649Y2017,2,0,5,0,2,NA,NA,NA,NA,NA,NA,NA,1
2016,8652,8652Y2016,1,0,0,0,0,1,0,0,0,0,0,NA,1
2017,8652,8652Y2017,3,0,9,0,3,NA,NA,NA,NA,NA,NA,NA,1
2016,8697,8697Y2016,1,0,0,0,0,1,0,0,0,0,0,NA,1
2016,8706,8706Y2016,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
2017,8707,8707Y2017,3,0,11,5,5,NA,NA,NA,NA,NA,NA,NA,1
2016,8715,8715Y2016,4,0,9,3,1,1,0,0,0,0,0,NA,1
2016,8716,8716Y2016,1,0,5,2,2,1,0,0,0,0,0,NA,1
2016,8729,8729Y2016,4,0,16,7,7,1,0,0,0,0,0,NA,1
2017,8729,8729Y2017,3,0,10,3,3,NA,NA,NA,NA,NA,NA,NA,1
2016,8747,8747Y2016,1,0,4,2,2,NA,0,0,0,0,0,NA,1
2016,8748,8748Y2016,1,0,3,1,1,NA,0,0,0,0,0,NA,1
2016,8752,8752Y2016,2,0,2,1,1,NA,0,0,0,0,0,NA,1
2017,8752,8752Y2017,4,0,13,1,1,NA,NA,NA,NA,NA,NA,NA,1
2017,8795,8795Y2017,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,1
2017,8811,8811Y2017,1,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,1
2017,8830,8830Y2017,2,0,5,3,3,NA,NA,NA,NA,NA,NA,NA,1
2017,8832,8832Y2017,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
2017,8850,8850Y2017,3,0,8,0,2,NA,NA,NA,NA,NA,NA,NA,1
2017,8865,8865Y2017,2,0,4,1,0,NA,NA,NA,NA,NA,NA,NA,1
2017,8878,8878Y2017,2,0,5,1,1,NA,NA,NA,NA,NA,NA,NA,1
2017,8888,8888Y2017,3,0,7,2,1,NA,NA,NA,NA,NA,NA,NA,1
2017,8906,8906Y2017,4,0,15,2,3,NA,NA,NA,NA,NA,NA,NA,1
2017,8910,8910Y2017,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,1
2017,8912,8912Y2017,1,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,1
2017,8929,8929Y2017,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
2017,8934,8934Y2017,1,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,1
2017,8947,8947Y2017,1,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,1
2017,8949,8949Y2017,3,0,12,5,4,NA,NA,NA,NA,NA,NA,NA,1
2017,8965,8965Y2017,3,0,10,1,1,NA,NA,NA,NA,NA,NA,NA,1
2017,8977,8977Y2017,1,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,1
2017,8978,8978Y2017,2,0,8,6,2,NA,NA,NA,NA,NA,NA,NA,1
2017,8983,8983Y2017,1,0,4,2,2,NA,NA,NA,NA,NA,NA,NA,1
2017,9000,9000Y2017,2,0,3,1,2,NA,NA,NA,NA,NA,NA,NA,1
2017,9002,9002Y2017,6,0,9,2,1,NA,NA,NA,NA,NA,NA,NA,1
2017,9007,9007Y2017,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,1
2016,9038,9038Y2016,2,0,9,2,5,NA,0,0,0,0,0,NA,1
2017,9038,9038Y2017,1,0,3,2,2,NA,NA,NA,NA,NA,NA,NA,1
2017,9045,9045Y2017,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
2017,9071,9071Y2017,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,1
2017,9073,9073Y2017,2,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,1
2017,9076,9076Y2017,1,0,3,1,1,NA,NA,NA,NA,NA,NA,NA,1
2017,9087,9087Y2017,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
2017,9089,9089Y2017,1,0,4,2,2,NA,NA,NA,NA,NA,NA,NA,1
2017,9116,9116Y2017,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
2017,9120,9120Y2017,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
2017,9133,9133Y2017,3,0,7,1,2,NA,NA,NA,NA,NA,NA,NA,1
2017,9143,9143Y2017,3,0,9,4,2,NA,NA,NA,NA,NA,NA,NA,1
2017,9144,9144Y2017,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,1
2017,9182,9182Y2017,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
2017,9185,9185Y2017,2,0,7,1,2,NA,NA,NA,NA,NA,NA,NA,1
2017,9222,9222Y2017,3,0,5,2,1,NA,NA,NA,NA,NA,NA,NA,1
2017,9223,9223Y2017,2,0,5,1,3,NA,NA,NA,NA,NA,NA,NA,1
2017,9227,9227Y2017,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
2017,9233,9233Y2017,1,0,4,1,0,NA,NA,NA,NA,NA,NA,NA,1
2017,9240,9240Y2017,1,0,3,2,0,NA,NA,NA,NA,NA,NA,NA,1
2017,9251,9251Y2017,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,1
2017,9266,9266Y2017,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
2017,9267,9267Y2017,2,0,5,2,1,NA,NA,NA,NA,NA,NA,NA,1
2017,9270,9270Y2017,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
2017,9272,9272Y2017,1,0,3,1,1,NA,NA,NA,NA,NA,NA,NA,1
2017,9273,9273Y2017,3,0,7,3,1,NA,NA,NA,NA,NA,NA,NA,1
2017,9512,9512Y2017,2,0,3,1,2,NA,NA,NA,NA,NA,NA,NA,1
2017,9516,9516Y2017,1,0,4,0,2,NA,NA,NA,NA,NA,NA,NA,1
2000,4400,4400Y2000,2,7,5,4,4,5,0,4,4,-0.015082956,0.049396682,0.034313725,0
2000,4404,4404Y2000,3,14,13,4,4,5,1,3,4,0.004524887,0.029788839,0.034313725,0
2000,4405,4405Y2000,3,14,8,2,2,5,1,1,2,0.004524887,-0.009426848,-0.004901961,0
2000,4408,4408Y2000,1,4,4,4,4,3,1,1,2,0.004524887,-0.009426848,-0.004901961,0
2000,4430,4430Y2000,3,14,15,8,8,3,0,6,6,-0.015082956,0.088612368,0.073529412,0
2000,4431,4431Y2000,2,7,4,4,4,3,0,0,0,-0.015082956,-0.029034691,-0.044117647,0
2000,4434,4434Y2000,1,4,2,2,2,3,1,0,1,0.004524887,-0.029034691,-0.024509804,0
2000,4436,4436Y2000,1,5,3,3,4,3,1,0,1,0.004524887,-0.029034691,-0.024509804,0
2000,4437,4437Y2000,2,7,5,4,4,3,1,1,2,0.004524887,-0.009426848,-0.004901961,0
2000,4438,4438Y2000,3,11,9,4,5,3,1,1,2,0.004524887,-0.009426848,-0.004901961,0
2000,4440,4440Y2000,2,10,7,4,3,3,1,3,4,0.004524887,0.029788839,0.034313725,0
2000,4441,4441Y2000,2,9,6,2,2,NA,0,2,2,-0.015082956,0.010180995,-0.004901961,0
2000,4442,4442Y2000,3,12,10,6,6,NA,0,2,2,-0.015082956,0.010180995,-0.004901961,0
2000,4443,4443Y2000,2,8,6,4,3,NA,1,2,3,0.004524887,0.010180995,0.014705882,0
2000,4447,4447Y2000,2,8,7,6,4,1,1,4,5,0.004524887,0.049396682,0.053921569,0
2000,4454,4454Y2000,1,4,4,3,3,1,1,0,1,0.004524887,-0.029034691,-0.024509804,0
2000,4465,4465Y2000,2,8,7,3,2,1,1,2,3,0.004524887,0.010180995,0.014705882,0
2000,4468,4468Y2000,2,7,7,4,4,1,1,2,3,0.004524887,0.010180995,0.014705882,0
2000,4489,4489Y2000,2,9,6,5,6,1,1,0,1,0.004524887,-0.029034691,-0.024509804,0
2000,4495,4495Y2000,2,9,9,7,7,NA,1,2,3,0.004524887,0.010180995,0.014705882,0
2000,4496,4496Y2000,2,8,7,3,5,NA,1,0,1,0.004524887,-0.029034691,-0.024509804,0
2000,4497,4497Y2000,3,15,10,6,3,NA,1,2,3,0.004524887,0.010180995,0.014705882,0
2000,4498,4498Y2000,2,7,7,3,4,NA,1,0,1,0.004524887,-0.029034691,-0.024509804,0
2001,4134,4134Y2001,2,8,7,6,7,1,1,0,1,0.001754386,-0.020701754,-0.018947368,0
2001,4137,4137Y2001,2,6,5,2,0,1,0,0,0,-0.011578947,-0.020701754,-0.032280702,0
2001,4157,4157Y2001,1,4,4,3,3,1,1,1,2,0.001754386,-0.007368421,-0.005614035,0
2001,4177,4177Y2001,2,10,9,7,5,1,1,3,4,0.001754386,0.019298246,0.021052632,0
2001,4178,4178Y2001,3,12,12,6,6,1,1,1,2,0.001754386,-0.007368421,-0.005614035,0
2001,4217,4217Y2001,1,5,5,3,3,1,1,3,4,0.001754386,0.019298246,0.021052632,0
2001,4246,4246Y2001,2,10,10,6,10,1,1,0,1,0.001754386,-0.020701754,-0.018947368,0
2001,4255,4255Y2001,2,11,10,7,7,1,1,1,2,0.001754386,-0.007368421,-0.005614035,0
2001,4277,4277Y2001,2,7,7,5,5,1,1,0,1,0.001754386,-0.020701754,-0.018947368,0
2001,4290,4290Y2001,2,8,7,4,8,1,1,3,4,0.001754386,0.019298246,0.021052632,0
2001,4291,4291Y2001,2,8,7,5,4,1,1,1,2,0.001754386,-0.007368421,-0.005614035,0
2001,4333,4333Y2001,2,7,6,3,4,1,1,1,2,0.001754386,-0.007368421,-0.005614035,0
2001,4405,4405Y2001,1,3,3,3,3,6,1,1,2,0.001754386,-0.007368421,-0.005614035,0
2001,4408,4408Y2001,1,4,4,3,4,4,0,1,1,-0.011578947,-0.007368421,-0.018947368,0
2001,4434,4434Y2001,2,9,9,9,4,4,1,0,1,0.001754386,-0.020701754,-0.018947368,0
2001,4436,4436Y2001,2,10,9,5,7,4,1,2,3,0.001754386,0.005964912,0.007719298,0
2001,4437,4437Y2001,2,9,8,3,6,4,1,2,3,0.001754386,0.005964912,0.007719298,0
2001,4438,4438Y2001,2,8,8,8,3,4,1,4,5,0.001754386,0.032631579,0.034385965,0
2001,4440,4440Y2001,2,9,3,3,3,4,1,1,2,0.001754386,-0.007368421,-0.005614035,0
2001,4443,4443Y2001,2,10,8,4,7,NA,1,1,2,0.001754386,-0.007368421,-0.005614035,0
2001,4447,4447Y2001,2,9,9,8,8,2,1,5,6,0.001754386,0.045964912,0.047719298,0
2001,4465,4465Y2001,2,9,8,5,5,2,1,4,5,0.001754386,0.032631579,0.034385965,0
2001,4468,4468Y2001,2,8,8,7,8,2,1,3,4,0.001754386,0.019298246,0.021052632,0
2001,4489,4489Y2001,2,10,9,7,8,2,1,3,4,0.001754386,0.019298246,0.021052632,0
2001,4494,4494Y2001,2,9,9,7,8,2,1,1,2,0.001754386,-0.007368421,-0.005614035,0
2001,4495,4495Y2001,2,9,9,4,3,NA,1,3,4,0.001754386,0.019298246,0.021052632,0
2001,4496,4496Y2001,1,5,4,2,2,NA,1,2,3,0.001754386,0.005964912,0.007719298,0
2001,4497,4497Y2001,3,15,13,10,5,NA,1,5,6,0.001754386,0.045964912,0.047719298,0
2001,4498,4498Y2001,2,9,9,9,8,NA,1,1,2,0.001754386,-0.007368421,-0.005614035,0
2001,4500,4500Y2001,2,12,6,5,5,1,0,2,2,-0.011578947,0.005964912,-0.005614035,0
2002,108,108Y2002,1,4,3,2,1,1,0,1,1,-0.00593505,-0.00593505,-0.011870101,0
2002,122,122Y2002,1,4,3,0,1,1,1,0,1,0.004703247,-0.016573348,-0.011870101,0
2002,123,123Y2002,3,12,10,8,6,1,1,5,6,0.004703247,0.036618141,0.041321389,0
2002,15,15Y2002,1,5,4,2,1,NA,NA,NA,NA,NA,NA,NA,0
2002,170,170Y2002,2,10,9,5,7,1,0,2,2,-0.00593505,0.004703247,-0.001231803,0
2002,206,206Y2002,3,13,10,4,3,1,1,1,2,0.004703247,-0.00593505,-0.001231803,0
2002,28,28Y2002,3,11,11,9,7,1,1,2,3,0.004703247,0.004703247,0.009406495,0
2002,29,29Y2002,2,4,8,0,2,1,0,0,0,-0.00593505,-0.016573348,-0.022508399,0
2002,32,32Y2002,1,5,4,4,4,1,1,2,3,0.004703247,0.004703247,0.009406495,0
2002,34,34Y2002,2,8,7,5,6,1,0,3,3,-0.00593505,0.015341545,0.009406495,0
2002,38,38Y2002,2,10,10,5,8,1,1,4,5,0.004703247,0.025979843,0.030683091,0
2002,41,41Y2002,2,10,10,6,7,1,1,1,2,0.004703247,-0.00593505,-0.001231803,0
2002,4168,4168Y2002,3,13,6,3,5,2,0,2,2,-0.00593505,0.004703247,-0.001231803,0
2002,4177,4177Y2002,2,9,8,7,7,2,0,4,4,-0.00593505,0.025979843,0.020044793,0
2002,4178,4178Y2002,1,5,5,2,0,2,0,2,2,-0.00593505,0.004703247,-0.001231803,0
2002,4213,4213Y2002,2,9,9,7,8,2,1,0,1,0.004703247,-0.016573348,-0.011870101,0
2002,4217,4217Y2002,1,5,5,4,4,2,1,4,5,0.004703247,0.025979843,0.030683091,0
2002,4246,4246Y2002,3,12,4,0,0,2,0,0,0,-0.00593505,-0.016573348,-0.022508399,0
2002,4277,4277Y2002,2,8,8,7,6,2,0,1,1,-0.00593505,-0.00593505,-0.011870101,0
2002,4290,4290Y2002,3,15,15,12,7,2,1,2,3,0.004703247,0.004703247,0.009406495,0
2002,4291,4291Y2002,2,8,7,6,6,2,0,2,2,-0.00593505,0.004703247,-0.001231803,0
2002,4333,4333Y2002,2,9,9,3,4,2,0,1,1,-0.00593505,-0.00593505,-0.011870101,0
2002,4376,4376Y2002,3,9,9,4,4,2,1,2,3,0.004703247,0.004703247,0.009406495,0
2002,4377,4377Y2002,1,4,3,3,3,2,0,0,0,-0.00593505,-0.016573348,-0.022508399,0
2002,4420,4420Y2002,2,8,7,3,4,NA,0,3,3,-0.00593505,0.015341545,0.009406495,0
2002,4434,4434Y2002,1,4,1,1,1,5,0,0,0,-0.00593505,-0.016573348,-0.022508399,0
2002,4436,4436Y2002,3,14,13,12,11,5,1,4,5,0.004703247,0.025979843,0.030683091,0
2002,4443,4443Y2002,1,4,4,0,0,NA,0,0,0,-0.00593505,-0.016573348,-0.022508399,0
2002,4447,4447Y2002,2,9,8,4,5,3,1,3,4,0.004703247,0.015341545,0.020044793,0
2002,4465,4465Y2002,1,5,3,1,2,3,0,0,0,-0.00593505,-0.016573348,-0.022508399,0
2002,4468,4468Y2002,3,12,11,10,9,3,0,4,4,-0.00593505,0.025979843,0.020044793,0
2002,4495,4495Y2002,1,5,5,2,0,NA,0,0,0,-0.00593505,-0.016573348,-0.022508399,0
2002,4497,4497Y2002,3,13,12,3,5,NA,1,3,4,0.004703247,0.015341545,0.020044793,0
2002,45,45Y2002,1,0,2,2,2,1,1,1,2,0.004703247,-0.00593505,-0.001231803,0
2002,4501,4501Y2002,3,12,10,4,3,2,1,0,1,0.004703247,-0.016573348,-0.011870101,0
2002,4504,4504Y2002,3,12,11,7,9,2,0,3,3,-0.00593505,0.015341545,0.009406495,0
2002,48,48Y2002,2,10,8,1,1,1,0,0,0,-0.00593505,-0.016573348,-0.022508399,0
2002,51,51Y2002,2,8,8,6,5,1,0,3,3,-0.00593505,0.015341545,0.009406495,0
2002,60,60Y2002,2,7,7,3,4,1,1,2,3,0.004703247,0.004703247,0.009406495,0
2002,76,76Y2002,1,5,4,2,2,1,1,2,3,0.004703247,0.004703247,0.009406495,0
2002,91,91Y2002,2,10,6,1,1,1,1,1,2,0.004703247,-0.00593505,-0.001231803,0
2003,122,122Y2003,2,10,8,4,4,2,1,2,3,0.001459702,0.004326973,0.005786675,0
2003,123,123Y2003,2,4,6,2,2,2,1,1,2,0.001459702,-0.002919404,-0.001459702,0
2003,206,206Y2003,3,11,11,10,9,2,1,3,4,0.001459702,0.01157335,0.013033052,0
2003,253,253Y2003,3,7,7,5,5,1,1,2,3,0.001459702,0.004326973,0.005786675,0
2003,256,256Y2003,2,4,6,3,6,1,1,0,1,0.001459702,-0.01016578,-0.008706079,0
2003,28,28Y2003,1,2,0,0,0,2,0,0,0,-0.005786675,-0.01016578,-0.015952455,0
2003,284,284Y2003,3,10,9,4,5,1,1,0,1,0.001459702,-0.01016578,-0.008706079,0
2003,298,298Y2003,2,8,8,4,5,1,1,1,2,0.001459702,-0.002919404,-0.001459702,0
2003,309,309Y2003,3,9,11,7,7,1,1,5,6,0.001459702,0.026066104,0.027525805,0
2003,32,32Y2003,3,9,12,10,10,2,1,4,5,0.001459702,0.018819727,0.020279429,0
2003,346,346Y2003,3,8,9,4,4,1,1,1,2,0.001459702,-0.002919404,-0.001459702,0
2003,353,353Y2003,3,10,8,4,4,1,1,2,3,0.001459702,0.004326973,0.005786675,0
2003,371,371Y2003,3,14,8,4,4,1,1,2,3,0.001459702,0.004326973,0.005786675,0
2003,38,38Y2003,1,0,3,3,3,2,0,0,0,-0.005786675,-0.01016578,-0.015952455,0
2003,41,41Y2003,1,4,3,3,0,2,1,1,2,0.001459702,-0.002919404,-0.001459702,0
2003,416,416Y2003,3,7,8,7,7,1,1,3,4,0.001459702,0.01157335,0.013033052,0
2003,419,419Y2003,3,12,11,7,7,1,1,4,5,0.001459702,0.018819727,0.020279429,0
2003,4213,4213Y2003,4,15,17,6,6,3,1,0,1,0.001459702,-0.01016578,-0.008706079,0
2003,4217,4217Y2003,3,12,12,9,6,3,1,3,4,0.001459702,0.01157335,0.013033052,0
2003,427,427Y2003,3,11,10,7,7,1,1,1,2,0.001459702,-0.002919404,-0.001459702,0
2003,4273,4273Y2003,4,18,13,10,11,3,1,5,6,0.001459702,0.026066104,0.027525805,0
2003,428,428Y2003,2,11,7,3,3,1,1,1,2,0.001459702,-0.002919404,-0.001459702,0
2003,4290,4290Y2003,3,11,10,5,8,3,1,4,5,0.001459702,0.018819727,0.020279429,0
2003,431,431Y2003,2,7,5,1,2,1,1,1,2,0.001459702,-0.002919404,-0.001459702,0
2003,4376,4376Y2003,3,10,10,3,3,3,1,1,2,0.001459702,-0.002919404,-0.001459702,0
2003,438,438Y2003,2,8,6,4,4,1,1,0,1,0.001459702,-0.01016578,-0.008706079,0
2003,4382,4382Y2003,2,8,4,3,3,2,1,2,3,0.001459702,0.004326973,0.005786675,0
2003,442,442Y2003,3,9,9,3,3,1,1,2,3,0.001459702,0.004326973,0.005786675,0
2003,4424,4424Y2003,2,7,6,4,4,2,1,2,3,0.001459702,0.004326973,0.005786675,0
2003,444,444Y2003,2,5,6,3,3,1,1,1,2,0.001459702,-0.002919404,-0.001459702,0
2003,4447,4447Y2003,1,5,4,3,3,4,1,2,3,0.001459702,0.004326973,0.005786675,0
2003,4497,4497Y2003,3,10,9,6,6,NA,1,3,4,0.001459702,0.01157335,0.013033052,0
2003,45,45Y2003,4,15,16,8,8,2,1,1,2,0.001459702,-0.002919404,-0.001459702,0
2003,4501,4501Y2003,2,7,6,3,3,3,1,3,4,0.001459702,0.01157335,0.013033052,0
2003,469,469Y2003,3,14,11,2,6,1,1,2,3,0.001459702,0.004326973,0.005786675,0
2003,471,471Y2003,3,13,9,2,4,1,1,1,2,0.001459702,-0.002919404,-0.001459702,0
2003,586,586Y2003,2,4,7,2,2,1,1,1,2,0.001459702,-0.002919404,-0.001459702,0
2003,595,595Y2003,3,9,7,5,5,1,1,2,3,0.001459702,0.004326973,0.005786675,0
2003,60,60Y2003,2,10,10,8,8,2,1,6,7,0.001459702,0.03331248,0.034772182,0
2003,601,601Y2003,3,8,5,4,4,1,1,2,3,0.001459702,0.004326973,0.005786675,0
2003,604,604Y2003,2,9,8,3,3,1,1,1,2,0.001459702,-0.002919404,-0.001459702,0
2003,605,605Y2003,2,9,3,3,3,1,1,2,3,0.001459702,0.004326973,0.005786675,0
2003,615,615Y2003,2,9,9,6,5,1,1,0,1,0.001459702,-0.01016578,-0.008706079,0
2003,646,646Y2003,4,13,14,7,2,1,1,2,3,0.001459702,0.004326973,0.005786675,0
2003,649,649Y2003,3,12,10,5,5,1,1,2,3,0.001459702,0.004326973,0.005786675,0
2003,670,670Y2003,2,4,4,4,4,1,1,1,2,0.001459702,-0.002919404,-0.001459702,0
2003,704,704Y2003,3,11,5,1,1,1,1,1,2,0.001459702,-0.002919404,-0.001459702,0
2003,723,723Y2003,2,8,4,3,3,2,1,0,1,0.001459702,-0.01016578,-0.008706079,0
2003,76,76Y2003,3,9,6,5,6,2,1,0,1,0.001459702,-0.01016578,-0.008706079,0
2003,91,91Y2003,3,12,9,4,0,2,1,0,1,0.001459702,-0.01016578,-0.008706079,0
2004,1048,1048Y2004,2,8,6,1,0,1,1,1,2,0.001762632,0.001733255,0.003495887,0
2004,1054,1054Y2004,1,4,4,0,1,1,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,1062,1062Y2004,1,2,2,1,1,1,0,0,0,-0.00367215,-0.003701528,-0.007373678,0
2004,1063,1063Y2004,2,8,7,4,4,1,0,0,0,-0.00367215,-0.003701528,-0.007373678,0
2004,1069,1069Y2004,2,10,10,4,4,1,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,1074,1074Y2004,3,12,11,3,4,1,0,0,0,-0.00367215,-0.003701528,-0.007373678,0
2004,1083,1083Y2004,2,8,3,2,3,1,0,0,0,-0.00367215,-0.003701528,-0.007373678,0
2004,1100,1100Y2004,3,12,9,1,4,2,1,1,2,0.001762632,0.001733255,0.003495887,0
2004,122,122Y2004,3,12,10,5,3,3,1,1,2,0.001762632,0.001733255,0.003495887,0
2004,206,206Y2004,4,15,15,2,3,3,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,256,256Y2004,2,8,7,3,1,2,1,1,2,0.001762632,0.001733255,0.003495887,0
2004,284,284Y2004,3,14,9,4,2,2,0,2,2,-0.00367215,0.007168038,0.003495887,0
2004,309,309Y2004,5,16,13,2,0,2,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,32,32Y2004,3,13,13,3,6,3,0,3,3,-0.00367215,0.01260282,0.00893067,0
2004,338,338Y2004,4,14,0,0,0,2,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,342,342Y2004,2,6,6,5,4,2,1,2,3,0.001762632,0.007168038,0.00893067,0
2004,346,346Y2004,2,10,9,0,3,2,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,353,353Y2004,3,15,14,2,5,2,1,1,2,0.001762632,0.001733255,0.003495887,0
2004,371,371Y2004,4,12,10,1,4,2,0,0,0,-0.00367215,-0.003701528,-0.007373678,0
2004,41,41Y2004,4,14,11,3,1,3,0,0,0,-0.00367215,-0.003701528,-0.007373678,0
2004,416,416Y2004,3,12,7,6,4,2,1,1,2,0.001762632,0.001733255,0.003495887,0
2004,419,419Y2004,3,11,10,2,4,2,1,3,4,0.001762632,0.01260282,0.014365452,0
2004,427,427Y2004,3,16,9,3,3,2,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,4273,4273Y2004,4,21,18,4,6,4,1,2,3,0.001762632,0.007168038,0.00893067,0
2004,428,428Y2004,3,14,12,5,6,2,0,1,1,-0.00367215,0.001733255,-0.001938895,0
2004,4290,4290Y2004,3,8,10,8,7,4,1,3,4,0.001762632,0.01260282,0.014365452,0
2004,431,431Y2004,3,11,10,4,2,2,1,1,2,0.001762632,0.001733255,0.003495887,0
2004,4376,4376Y2004,2,11,9,2,1,4,0,0,0,-0.00367215,-0.003701528,-0.007373678,0
2004,438,438Y2004,3,9,8,6,5,2,1,0,1,0.001762632,-0.003701528,-0.001938895,0
2004,4382,4382Y2004,2,7,4,2,3,3,1,2,3,0.001762632,0.007168038,0.00893067,0
2004,442,442Y2004,3,13,12,0,2,2,1,0,1,0.001762632,-0.003701528,-0.001938895,0
